menu_camp_rank|Który ranking chcesz wybrać?
mno_1|Broń palna
mno_2|Broń biała
mno_3|Żaden.
menu_duel_menu_won_d|Pojedynek wygrany!
menu_duel_menu_lost_d|Pojedynek przegrany!
menu_duel_menu_give_d|You gave up.
menu_duel_end|You {s0}!
menu_duel_menu_won|Duel won.
menu_camp_cheat|Select a cheat:
mno_camp_cheat_find_item|Find an item...
menu_camp_action|Wybierz rodzaj działania :
mno_action_read_book|Select a book to read.
mno_action_rename_kingdom|Rename your kingdom.
mno_action_retire|Retire from adventuring.
mno_camp_action_4|Back to camp menu.
menu_camp_recruit_prisoners|You offer your prisoners freedom if they agree to join you as soldiers. {s18}
mno_camp_recruit_prisoners_accept|Take them.
mno_camp_recruit_prisoners_reject|Reject them.
menu_camp_no_prisoners|You have no prisoners to recruit from.
menu_camp_action_read_book|Choose a book to read:
mno_action_read_book_1|{s1}.
mno_action_read_book_2|{s1}.
mno_action_read_book_3|{s1}.
mno_action_read_book_4|{s1}.
mno_action_read_book_5|{s1}.
mno_action_read_book_6|{s1}.
mno_action_read_book_7|{s1}.
menu_camp_action_read_book_start|{s1}
menu_retirement_verify|You are at day {reg0}. Your current luck is {reg1}. Are you sure you want to retire?
mno_retire_yes|Yes.
mno_retire_no|No.
menu_end_game|The decision is made, and you resolve to give up your adventurer's life and settle down. You sell off your weapons and armour, gather up all your money, and ride off into the sunset....
mno_end_game_bye|Farewell.
menu_cattle_herd|You encounter a herd of cattle.
mno_cattle_drive_away|Drive the cattle onward.
mno_cattle_stop|Bring the herd to a stop.
mno_cattle_kill|Slaughter some of the animals.
mno_leave|Opuść.
menu_cattle_herd_kill|How many animals do you want to slaughter?
mno_cattle_kill_1|One.
mno_cattle_kill_2|Two.
mno_cattle_kill_3|Three.
mno_cattle_kill_4|Four.
mno_cattle_kill_5|Five.
menu_arena_duel_fight|You and your opponent prepare to duel.
menu_simple_encounter|{s2} Masz {reg10} jednostek gotowych do walki przeciwko ich {reg11}.
mno_encounter_attack|Zaatakuj przeciwnika.
mno_encounter_order_attack|Rozkaż swoim jednostkom zaatakować bez ciebie.
mno_encounter_leave|Opuść.
mno_encounter_retreat|Wycofaj się, zostawiając parę jednostek, aby zatrzymać pogoń.
mno_encounter_surrender|Poddaj się.
menu_encounter_retreat_confirm|Jako dowódca oddziału z najwyższymi umiejętnościami taktycznymi, ({reg2}), {reg3?wymyślasz:{s3} obmyślasz} plan, który pozwoli ocalić życie twoje i twoich ludzi, musisz jednak zostawić {reg4} żołnierzy osłaniających wasz odwrót.
mno_leave_behind|Poświęcenie tych ludzi pozwoli zachować resztę.
mno_dont_leave_behind|Nikogo nie pozostawimy.
menu_encounter_retreat|Rozkazujesz {reg4} żołnierzom zatrzymać wroga, podczas gdy wraz z resztą oddziały dokonasz odwrotu.
menu_order_attack_begin|Twoje oddziały przygotowują się do zaatakowania wroga.
mno_order_attack_begin|Wydaj rozkaz do rozpoczęcia ataku.
mno_call_back|Odwołaj ich.
menu_order_attack_2|{s4}^^Twoje straty: {s8}^^Straty wroga: {s9}
mno_order_attack_continue|Rozkaż żołnierzom kontynuować atak.
mno_order_retreat|Odwołaj swoich żołnierzy.
menu_battle_debrief|{s11}^^Twoje straty:{s8}{s10}^^Straty przeciwnika:{s9}
menu_total_victory|Zwycięstwo!
menu_enemy_slipped_away|{s17}
menu_permanent_damage|{s0}
mno_s0|{s0}
menu_pre_join|You come across a battle between {s2} and {s1}. You decide to...
mno_pre_join_help_attackers|Move in to help the {s2}.
mno_pre_join_help_defenders|Rush to the aid of the {s1}.
mno_pre_join_leave|Odejdź.
menu_join_battle|You are helping the {s2} against the {s1}. You have {reg10} troops fit for battle against the enemy's {reg11}.
mno_join_attack|Charge the enemy.
mno_join_order_attack|Order your troops to attack with your allies while you stay back.
mno_join_leave|Opuść.
menu_join_order_attack|{s4}^^Your casualties: {s8}^^Allies' casualties: {s9}^^Enemy casualties: {s10}
menu_zendar|You enter the town of Zendar.
mno_zendar_enter| 
mno_zendar_enter_door|Door to the town center.
mno_zendar_tavern| 
mno_zendar_tavern_door|Door to the tavern.
mno_zendar_merchant| 
mno_zendar_merchant_door|Door to the merchant.
mno_zendar_arena| 
mno_zendar_arena_door|Door to the arena.
mno_town_1_leave| 
menu_salt_mine|You enter the salt mine.
mno_enter|Wejdź.
menu_four_ways_inn|You arrive at the Four Ways Inn.
menu_test_scene|You enter the test scene.
menu_dhorak_keep|You enter the Dhorak Keep
menu_join_siege_outside|{s1} is besieged {s2}.
mno_approach_besiegers|Dołącz do atakujących.
mno_pass_through_siege|Pass through the siege lines and enter {s1}.
menu_cut_siege_without_fight|The besiegers let you approach the gates without challenge.
menu_besiegers_camp_with_allies|{s1} jest pod oblężeniem {s2}.
mno_talk_to_siege_commander|Zażądaj spotkania z przywódcą.
mno_join_siege_with_allies|Dołącz do ataku.
mno_join_siege_stay_back|Rozkaż żołnierzom przyłączyć się do ataku bez ciebie.
menu_castle_outside|{s33} {s2}.
mno_nadszedlczas|Talk to leader.
mno_approach_gates|Podejdź do bram i zawołaj straże.
mno_town_sneak|Przebierz się i podejmij próbę wejścia.
mno_castle_start_siege|{reg7?Oblegaj:Przejmij} {reg6?miasto:zamek}.
mno_castle_leave|Opuść.
menu_castle_guard|Zbliżasz się do bramy. Straże na murach uważnie się obserwują.
mno_request_shelter|Request entry to the castle.
mno_request_meeting_commander|Talk with...
mno_guard_leave|Opuść.
menu_castle_entry_granted|After a brief wait, the guards open the gates for you and allow your party inside.
menu_castle_entry_denied|The lord of this castle has forbidden you from coming inside these walls, and the guard sergeant informs you that his men will fire if you attempt to come any closer.
menu_castle_meeting|whom do you want to meet?
mno_town_werbownik|with canvasser
mno_town_werbownik_door|Door to the tavern.
mno_guard_meet_s5|{s5}.
mno_forget_it|Leave.
menu_castle_meeting_selected|Your request for a meeting is relayed inside, and finally {s6} appears in the courtyard to speak with you.
menu_3Zdrajcy|Straże będące w pobliżu dopomogły w pochwyceniu jednego z konfederatów...
menu_castle_besiege|Besieged {s1}.
mno_siege_request_meeting|Negotiate with castle commander.
mno_siege_dywersja|Carry out diversion(30% chances of success).
mno_call_art|Send messanger for artillery
mno_wait_24_hours|Wait.
mno_castle_lead_attack|Lead your troops to assault.
mno_attack_stay_back|Order troops to assault...
mno_lift_siege|Abandon siege.
menu_siege_attack_meets_sally|The defenders sally out to meet your assault.
menu_castle_besiege_inner_battle|{s1}
menu_construct_ladders|As the party member with the highest Engineer skill ({reg2}), {reg3?you estimate:{s3} estimates} that it will take {reg4} hours to build enough scaling ladders for the assault.
mno_build_ladders_cont|Do it.
menu_construct_siege_tower|As the party member with the highest Engineer skill ({reg2}), {reg3?you estimate:{s3} estimates} that building a siege tower will take {reg4} hours.
mno_build_siege_tower_cont|Start building.
menu_castle_attack_walls_simulate|{s4}^^Twoje straty:{s8}^^Straty wroga: {s9}
menu_castle_attack_walls_with_allies_simulate|{s4}^^Twoje straty: {s8}^^Straty sojusznika: {s9}^^Straty wroga: {s10}
menu_castle_taken_by_friends|Nothing to see here.
menu_castle_taken|{s3} has fallen to your troops, and you now have full control of the {reg2?town:castle}.{reg1? You may station troops here to defend it against enemies who may try to recapture it. Also, you should select now whether you will hold the {reg2?town:castle} yourself or give it to a faithful vassal...:}
menu_castle_taken_2|{s3} został zdobyty! Przejmujesz kontrolę nad fortecą i pobliskimi terenami. Zaczekaj na obsadzenie zamku nowymi regimentami lub zostaw własne jednostki, aby zapobiec odbiciu fortyfikacji. Wieść o zwycięstwie została wysłane do {s9}. {s5}
mno_castle_taken_no_claim|Kontynuuj.
menu_requested_castle_granted_to_player|You receive a message from your liege, {s3}.^^ {reg4?She:He} has decided to grant {s2}{reg3? and the nearby village of {s4}:} to you, with all due incomes and titles, to hold in {reg4?her:his} name for as long as you maintain your oath of homage..
menu_requested_castle_granted_to_player_husband|You receive a message from your liege, {s3}.^^ {reg4?She:He} has decided to grant {s2}{reg3? and the nearby village of {s4}:} to your husband, {s7}.
menu_requested_castle_granted_to_another|You receive a message from your monarch, {s3}.^^ 'I was most pleased to hear of your valiant efforts in the capture of {s2}. Your victory has gladdened all our hearts. You also requested me to give you ownership of the castle, but that is a favour which I fear I cannot grant, as you already hold significant estates in my realm. Instead I have sent you {reg6} denars to cover the expenses of your campaign, but {s2} I give to {s5}.' 
mno_accept_decision|Accept the decision.
mno_leave_faction|You have been wronged! Renounce your oath to your liege! 
menu_requested_castle_granted_to_another_female|You receive a message from your monarch, {s3}.^^ 'I was most pleased to hear of your valiant efforts in the capture of {s2}. Your victory has gladdened all our hearts. You also requested me to give ownership of the castle to your husband, but that is a favour which I fear I cannot grant, as he already holds significant estates in my realm. Instead I have sent you {reg6} denars to cover the expenses of your campaign, but {s2} I give to {s5}.' 
menu_leave_faction|Renouncing your oath is a grave act. Your lord may condemn you and confiscate your lands and holdings. However, if you return them of your own free will, he may let the betrayal go without a fight.
mno_leave_faction_give_back|Renounce your oath and give up your holdings.
mno_leave_faction_hold|Renounce your oath and rule your lands, including {s2}, in your own name.
mno_leave_faction_cancel|Remain loyal and accept the decision.
menu_give_center_to_player|Your lord offers to extend your fiefs! {s1} sends word that he is willing to grant {s2} to you in payment for your loyal service, adding it to your holdings. What is your answer?
mno_give_center_to_player_accept|Accept the offer.
mno_give_center_to_player_reject|Reject. You have no interest in holding {s2}.
menu_give_center_to_player_2|With a brief ceremony, you are officially confirmed as the new lord of {s2}{reg3? and its bound village {s4}:}. {reg3?They:It} will make a fine part of your fiefdom. You can now claim the rents and revenues from your personal estates there, draft soldiers from the populace, and manage the lands as you see fit. However, you are also expected to defend your fief and your people from harm, as well as maintaining the rule of law and order.
menu_oath_fulfilled|You had a contract with {s1} to serve him for a certain duration. Your contract has now expired. What will you do?
mno_renew_oath|Renew your contract with {s1} for another month.
mno_dont_renew_oath|Become free of your bond.
menu_siege_started_defender|{s1} przeprowadza atak na {s2}. Stosunek liczebności twojego oddziału do oddziału przeciwnika wynosi {reg10} do {reg11}. Decydujesz się...
mno_siege_defender_join_battle|Join to the battle.
mno_siege_defender_troops_join_battle|Rozkazać żołnierzom, by dołączyli do walki bez ciebie.
menu_siege_join_defense|{s4}^^Twoje straty: {s8}^^Straty sojusznika: {s9}^^Straty wroga: {s10}
menu_enter_your_own_castle|{s10}
menu_village|Wieś.
mno_uniwersal|Wygłoś uniewersał.
mno_village_leave|Opuść...
menu_village_hostile_action|What action do you have in mind?
mno_village_take_food|Force the peasants to give you supplies.
mno_village_steal_cattle|Steal cattle.
mno_village_loot|Loot and burn this village.
menu_recruit_volunteers|{s18}
mno_continue_not_enough_gold|I don't have enough money...
mno_recruit_them|Recruit them ({reg6} denars).
menu_village_hunt_down_fugitive_defeated|A heavy blow from the fugitive sends you to the ground, and your vision spins and goes dark. Time passes. When you open your eyes again you find yourself battered and bloody, but luckily none of the wounds appear to be lethal.
menu_village_infest_bandits_result|{s9}
menu_village_infestation_removed|In a battle worthy of song, you and your men drive the bandits out of the village, making it safe once more. The villagers have little left in the way of wealth after their ordeal, but they offer you all they can find.
mno_village_bandits_defeated_accept|Take it as your just due.
mno_village_bandits_defeated_cont|Refuse, stating that they need these items more than you do.
menu_center_manage|{s19}^{reg6?^^You are currently building {s7}. The building will be completed after {reg8} day{reg9?s:}.:}
mno_center_build_manor|Build a manor.
mno_center_build_fish_pond|Build a mill.
mno_center_build_watch_tower|Build a watch tower.
mno_center_build_school|Build a school.
mno_center_build_messenger_post|Build a messenger post.
mno_center_build_prisoner_tower|Build a prisoner tower.
menu_center_improve|{s19} As the party member with the highest engineer skill ({reg2}), {reg3?you reckon:{s3} reckons} that building the {s4} will cost you {reg5} denars and will take {reg6} days.
mno_improve_cont|Go on.
mno_improve_not_enough_gold|I don't have enough money for that.
menu_town_bandits_failed|{s4} {s5}
menu_town_bandits_succeeded|The bandits fall before you as wheat to a scythe! Soon you stand alone in the streets while most of your attackers lie unconscious, dead or dying. Searching the bodies, you find a purse which must have belonged to a previous victim of these brutes. Or perhaps, it was given to them by someone who wanted to arrange a suitable ending to your life.
menu_village_steal_cattle_confirm|As the party member with the highest looting skill ({reg2}), {reg3?you reckon:{s1} reckons} that you can steal as many as {reg4} heads of village's cattle.
mno_village_steal_cattle_confirm|Go on.
menu_village_steal_cattle|{s1}
menu_village_take_food_confirm|It will be difficult to force and threaten the peasants into giving their precious supplies. You think you will need at least one hour.
mno_village_take_food_confirm|Go ahead.
menu_village_take_food|The villagers grudgingly bring out what they have for you.
mno_take_supplies|Take the supplies.
mno_let_them_keep_it|Let them keep it.
menu_village_start_attack|Some of the angry villagers grab their tools and prepare to resist you. It looks like you'll have a fight on your hands if you continue.
mno_village_raid_attack|Charge them.
mno_village_raid_leave|Leave this village alone.
menu_village_loot_no_resist|The villagers here are few and frightened, and they quickly scatter and run before you. The village is at your mercy.
menu_village_loot_complete|On your orders your troops sack the village, pillaging everything of any value, and then put the buildings to the torch. From the coins and valuables that are found, you get your share of {reg1} denars.
menu_village_loot_defeat|Fighting with courage and determination, the villagers manage to hold together and drive off your forces.
menu_village_loot_continue|Do you wish to continue looting this village?
mno_disembark_yes|Yes.
mno_disembark_no|No.
menu_close|Nothing.
menu_town|Witaj w mieście {s2}, które należy do frakcji {s9}.
mno_join_tournament|Try to find emissary.
mno_town_castle|Idź do Ignaca Martinovics
mno_town_castle_door|Drzwi do mieszkania
mno_town_center|Go to the town center...
mno_town_center_door|Door to the town center.
mno_town_tavern|Visit the tavern.
mno_town_tavern_door|Door to the tavern.
mno_town_suburb|Go to the suburbs...
mno_town_suburb_door|Suburbs
mno_town_arena|Attempt to visit a lady
mno_town_arena_door|Door to the arena.
mno_przejdz|Enter.
mno_przejdz_door|Enter.
mno_town_dungeon|Try to find conspirator.
mno_town_dungeon_door|Door to the dungeon.
mno_castle_inspect|Przejdź się po zamku.
mno_castle_inspect_door|To the castle courtyard.
mno_town_enterprise|Visit your {s3}.
mno_town_enterprise_door|Door to your enterprise.
mno_visit_lady|Attempt to visit a lady
mno_visit_lady_door|Door to the garden.
mno_trade_with_merchants|Go to the marketplace.
mno_walled_center_manage|Manage this {reg0?town:castle}.
mno_walled_center_move_court|Move your court here.
mno_castle_station_troops|Manage the garrison {s10}
mno_castle_wait|Wait here for some time{s1}.
mno_town_leave|Leave...
mno_town_leave_door|Leave Area.
menu_cannot_enter_court|There is a feast in progress in the lord's hall, but you are not of sufficient status to be invited inside. Perhaps increasing your renown would win you admittance -- or you might also try distinguishing yourself at a tournament while the feast is in progress...
menu_lady_visit|Whom do you wish to visit?
mno_visit_lady_1|Visit {s12}
mno_visit_lady_2|Visit {s12}
mno_visit_lady_3|Visit {s12}
mno_visit_lady_3_door|Door to the garden.
mno_visit_lady_4|Visit {s12}
mno_visit_lady_5|Visit {s12}
mno_visit_lady_6|Visit {s12}
mno_visit_lady_7|Visit {s12}
mno_visit_lady_8|Visit {s12}
menu_town_tournament_lost|You have been eliminated from the tournament.{s8}
menu_town_tournament_won|You have won the tournament of {s3}! You are filled with pride as the crowd cheers your name. In addition to honour, fame and glory, you earn a prize of {reg9} denars. {s8}
menu_town_tournament_won_by_another|As the only {reg3?fighter:man} to remain undefeated this day, {s1} wins the lists and the glory of this tournament.
menu_town_tournament|{s1}You are at tier {reg0} of the tournament, with {reg1} participants remaining. In the next round, there will be {reg2} teams with {reg3} {reg4?fighters:fighter} each.
mno_tournament_view_participants|View participants.
mno_tournament_bet|Place a bet on yourself.
mno_tournament_join_next_fight|Fight in the next round.
mno_leave_tournament|Withdraw from the tournament.
menu_tournament_withdraw_verify|Are you sure you want to withdraw from the tournament?
mno_tournament_withdraw_yes|Yes. This is a pointless affectation.
mno_tournament_withdraw_no|No, not as long as there is a chance of victory!
menu_tournament_bet|The odds against you are {reg5} to {reg6}.{reg1? You have already bet {reg1} denars on yourself, and if you win, you will earn {reg2} denars.:} How much do you want to bet?
mno_bet_100_denars|100 denars.
mno_bet_50_denars|50 denars.
mno_bet_20_denars|20 denars.
mno_bet_10_denars|10 denars.
mno_bet_5_denars|5 denars.
menu_tournament_bet_confirm|If you bet {reg1} denars, you will earn {reg2} denars if you win the tournament. Is that all right?
mno_tournament_bet_accept|Go ahead.
mno_tournament_bet_cancel|Odejdź.
menu_tournament_participants|You ask one of the criers for the names of the tournament participants. They are:^{s11}
menu_collect_taxes|As the party member with the highest trade skill ({reg2}), {reg3?you expect:{s1} expects} that collecting taxes from here will take {reg4} days...
mno_start_collecting|Start collecting.
mno_collect_later|Put it off until later.
menu_collect_taxes_complete|You've collected {reg3} denars in taxes from {s3}. {s19} will be expecting you to take the money to him.
menu_collect_taxes_rebels_killed|Your quick action and strong arm have successfully put down the revolt. Surely, anyone with a mind to rebel against you will think better of it after this.
menu_collect_taxes_failed|You could collect only {reg3} denars as tax from {s3} before the revolt broke out. {s1} won't be happy, but some silver will placate him better than nothing at all...
menu_collect_taxes_revolt_warning|The people of {s3} are outraged at your demands and decry it as nothing more than extortion. They're getting very restless, and they may react badly if you keep pressing them.
mno_continue_collecting_taxes|Ignore them and continue.
mno_halve_taxes|Agree to reduce your collection by half. ({s1} may be upset)
menu_collect_taxes_revolt|You are interrupted while collecting the taxes at {s3}. A large band of angry {reg9?peasants:townsmen} is marching nearer, shouting about the exorbitant taxes and waving torches and weapons. It looks like they aim to fight you!
menu_train_peasants_against_bandits|As the party member with the highest training skill ({reg2}), {reg3?you expect:{s1} expects} that getting some peasants ready for practice will take {reg4} hours.
mno_make_preparation|Train them.
mno_train_later|Put it off until later.
menu_train_peasants_against_bandits_ready|You put the peasants through the basics of soldiering, discipline and obedience. You think {reg0} of them {reg1?have:has} fully grasped the training and {reg1?are:is} ready for some practice.
mno_peasant_start_practice|Start the practice fight.
menu_train_peasants_against_bandits_training_result|{s0}
menu_train_peasants_against_bandits_attack|As you get ready to continue the training, a sentry from the village runs up to you, shouting alarums. The bandits have been spotted on the horizon, riding hard for {s3}. The elder begs that you organize your newly-trained militia and face them.
mno_peasants_against_bandits_attack_resist|Prepare for a fight!
menu_train_peasants_against_bandits_attack_result|{s9}
menu_train_peasants_against_bandits_success|The bandits are broken! Those few who remain run off with their tails between their legs, terrified of the peasants and their new champion. The villagers have little left in the way of wealth after their ordeal, but they offer you all they can find to show their gratitude.
menu_disembark|Do you wish to disembark?
menu_ship_reembark|Do you wish to embark?
mno_reembark_yes|Yes.
mno_reembark_no|No.
menu_center_reports|Town Name: {s1}^Rent Income: {reg1} denars^Tariff Income: {reg2} denars^Food Stock: for {reg3} days
mno_to_price_and_productions|Show prices and productions.
menu_price_and_production|Productions are:^(Note: base/modified by raw materials/modified by materials plus prosperity)^{s1}^^Price factors are:^{s2}
menu_town_trade|You head towards the marketplace.
mno_assess_prices|Assess the local prices.
mno_trade_with_arms_merchant|Trade with the arms merchant.
mno_trade_with_armor_merchant|Trade with the armor merchant.
mno_trade_with_horse_merchant|Trade with the horse merchant.
mno_trade_with_goods_merchant|Trade with the goods merchant.
mno_back_to_town_menu|Head back.
menu_town_trade_assessment_begin|You overhear several discussions about the price of trade goods across the local area.^You listen closely, trying to work out the best deals around.
menu_town_trade_assessment|As the party member with the highest trade skill ({reg2}), {reg3?you try to figure out:{s1} tries to figure out} the best goods to trade in. {s2}
menu_sneak_into_town_suceeded|W przebraniu udaje ci się przedostać do miasta.
menu_sneak_into_town_caught|As you try to sneak in, one of the guards recognizes you and raises the alarm! You must flee back through the gates before all the guards in the town come down on you!
mno_sneak_caught_fight|Try to fight your way out!
mno_sneak_caught_surrender|Surrender.
menu_sneak_into_town_caught_dispersed_guards|You drive off the guards and cover your trail before running off, easily losing your pursuers in the maze of streets.
menu_sneak_into_town_caught_ran_away|You make your way back through the gates and quickly retreat to the safety of the countryside.{s11}
menu_enemy_offer_ransom_for_prisoner|{s2} offers you a sum of {reg12} denars in silver if you are willing to sell him {s1}.
mno_ransom_accept|Accept the offer.
mno_ransom_reject|Reject the offer.
menu_training_ground|You approach a training field where you can practice your martial skills. What kind of training do you want to do?
mno_camp_trainer|Speak with the trainer.
mno_camp_train_melee|Sparring practice.
mno_camp_train_archery|Ranged weapon practice.
mno_camp_train_mounted|Horseback practice.
menu_training_ground_selection_details_melee_1|How many opponents will you go against?
mno_camp_train_melee_num_men_1|One.
mno_camp_train_melee_num_men_2|Two.
mno_camp_train_melee_num_men_3|Three.
mno_camp_train_melee_num_men_4|Four.
menu_training_ground_selection_details_melee_2|Choose your opponent #{reg1}:
mno_training_ground_selection_details_melee_random|Choose randomly.
menu_training_ground_selection_details_mounted|What kind of weapon do you want to train with?
mno_camp_train_mounted_details_1|One handed weapon.
mno_camp_train_mounted_details_2|Polearm.
mno_camp_train_mounted_details_3|Bow.
mno_camp_train_mounted_details_4|Thrown weapon.
menu_training_ground_selection_details_ranged_1|What kind of ranged weapon do you want to train with?
mno_camp_train_ranged_weapon_bow|Bow and arrows.
mno_camp_train_ranged_weapon_crossbow|Crossbow.
mno_camp_train_ranged_weapon_thrown|Throwing Knives.
menu_training_ground_selection_details_ranged_2|What range do you want to practice at?
mno_camp_train_ranged_details_1|10 yards.
mno_camp_train_ranged_details_2|20 yards.
mno_camp_train_ranged_details_3|30 yards.
mno_camp_train_ranged_details_4|40 yards.
mno_camp_train_ranged_details_5|50 yards.
mno_camp_train_ranged_details_6|60 yards.
mno_camp_train_ranged_details_7|70 yards.
menu_training_ground_description|{s0}
menu_training_ground_training_result|{s7}{s2}
menu_marshall_selection_candidate_ask|{s15} will soon select a new marshall for {s23}. Some of the lords have suggested your name as a likely candidate.
mno_marshall_candidate_accept|Let {s15} learn that you are willing to serve as marshall.
mno_marshall_candidate_reject|Tell everyone that you are too busy these days.
menu_captivity_avoid_wilderness|Suddenly all the world goes black around you. Many hours later you regain your conciousness and find yourself at the spot you fell. Your enemies must have taken you up for dead and left you there. However, it seems that none of your wound were lethal, and altough you feel awful, you find out that can still walk. You get up and try to look for any other survivors from your party.
menu_captivity_start_wilderness|Stub
menu_captivity_start_wilderness_surrender|Stub
menu_captivity_start_wilderness_defeat|Your enemies take you prisoner.
menu_captivity_start_castle_surrender|Stub
menu_captivity_start_castle_defeat|Stub
menu_captivity_start_under_siege_defeat|Your enemies take you prisoner.
menu_captivity_wilderness_taken_prisoner|Your enemies take you prisoner.
menu_captivity_wilderness_check|stub
menu_captivity_end_wilderness_escape|After painful days of being dragged about as a prisoner, you find a chance and escape from your captors!
menu_captivity_castle_taken_prisoner|You are quickly surrounded by guards who take away your weapons. With curses and insults, they throw you into the dungeon where you must while away the miserable days of your captivity.
